date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2013-03-12,09:30:00,Tuesday,Sell,1583.1,1584.0,0.9,0.99,1.1,1,Stop Loss,0
2010-08-05,06:30:00,Thursday,Sell,1194.9,1195.85,0.95,1.05,1.11,1,Stop Loss,0
2017-10-11,05:30:00,Wednesday,Sell,1288.06,1288.96,0.9,1.03,1.14,1,Stop Loss,0
2016-12-22,06:30:00,Thursday,Sell,1130.88,1131.81,0.93,1.06,1.14,1,Stop Loss,0
2018-06-01,06:30:00,Friday,Sell,1298.89,1299.66,0.77,0.96,1.25,1,Stop Loss,0
2015-10-01,09:30:00,Thursday,Sell,1113.62,1114.55,0.93,1.22,1.31,1,Stop Loss,0
2018-08-08,22:30:00,Wednesday,Sell,1213.33,1214.14,0.81,1.14,1.41,1,Stop Loss,0
2018-05-09,22:30:00,Wednesday,Sell,1312.38,1313.37,0.99,1.44,1.45,1,Stop Loss,0
2019-03-12,09:30:00,Tuesday,Sell,1296.47,1297.36,0.89,1.3,1.46,1,Stop Loss,0
2021-09-06,18:30:00,Monday,Sell,1822.82,1823.54,0.72,1.05,1.46,1,Stop Loss,0
2016-10-26,21:30:00,Wednesday,Sell,1266.42,1267.39,0.97,1.42,1.46,2,Stop Loss,0
2010-09-13,22:30:00,Monday,Sell,1245.25,1246.0,0.75,1.1,1.47,1,Stop Loss,0
2017-08-21,02:30:00,Monday,Sell,1285.26,1285.87,0.61,0.91,1.49,1,Stop Loss,0
2010-02-26,22:30:00,Friday,Sell,1116.59,1117.54,0.95,1.45,1.53,1,Stop Loss,0
2017-08-29,06:30:00,Tuesday,Sell,1317.68,1318.46,0.78,1.19,1.53,1,Stop Loss,0
2015-11-26,10:30:00,Thursday,Sell,1071.78,1072.7,0.92,1.5,1.63,1,Stop Loss,0
2017-04-21,06:30:00,Friday,Sell,1279.94,1280.89,0.95,1.56,1.64,1,Stop Loss,0
2014-05-26,18:30:00,Monday,Sell,1292.35,1293.21,0.86,1.42,1.65,1,Stop Loss,0
2016-11-23,06:30:00,Wednesday,Sell,1214.21,1215.05,0.84,91.7,109.17,220,Stop Loss,0
2012-05-08,06:30:00,Tuesday,Sell,1637.35,1638.1,0.75,110.51,147.35,128,Stop Loss,0
2019-07-22,18:30:00,Monday,Sell,1428.05,1428.97,0.92,13.94,15.15,6,Stop Loss,0
2020-07-22,06:30:00,Wednesday,Sell,1860.08,1860.97,0.89,13.91,15.63,1,Stop Loss,0
2011-07-29,22:30:00,Friday,Sell,1625.5,1626.45,0.95,18.47,19.44,5,Stop Loss,0
2009-03-26,06:30:00,Thursday,Sell,933.83,934.48,0.65,1.33,2.05,1,Stop Loss,0
2018-03-07,22:30:00,Wednesday,Sell,1325.19,1325.98,0.79,1.66,2.1,1,Stop Loss,0
2019-10-28,05:30:00,Monday,Sell,1505.44,1506.26,0.82,1.75,2.13,1,Stop Loss,0
2011-05-30,22:30:00,Monday,Sell,1538.05,1538.5,0.45,1.03,2.29,1,Stop Loss,0
2014-08-25,10:30:00,Monday,Sell,1277.74,1278.43,0.69,1.61,2.33,1,Stop Loss,0
2010-07-13,06:30:00,Tuesday,Sell,1199.45,1200.35,0.9,2.21,2.46,1,Stop Loss,0
2023-03-06,22:30:00,Monday,Sell,1846.45,1847.44,0.99,2.45,2.47,1,Stop Loss,0
2017-08-07,02:30:00,Monday,Sell,1258.25,1259.23,0.98,2.59,2.64,4,Stop Loss,0
2011-02-21,22:30:00,Monday,Sell,1406.2,1406.75,0.55,1.45,2.64,1,Stop Loss,0
2010-12-14,06:30:00,Tuesday,Sell,1404.5,1405.35,0.85,2.45,2.88,1,Stop Loss,0
2016-10-21,05:30:00,Friday,Sell,1263.82,1264.78,0.96,2.78,2.9,1,Stop Loss,0
2010-11-26,22:30:00,Friday,Sell,1362.95,1363.4,0.45,9.77,21.71,1,Stop Loss,0
2022-08-25,22:30:00,Thursday,Sell,1758.3,1758.98,0.68,143.66,211.26,332,Stop Loss,0
2012-04-06,06:30:00,Friday,Sell,1629.55,1630.25,0.7,2.1,3.0,1,Stop Loss,0
2017-12-21,10:30:00,Thursday,Sell,1265.29,1266.15,0.86,2.62,3.05,1,Stop Loss,0
2016-05-02,22:30:00,Monday,Sell,1291.14,1291.68,0.54,1.76,3.26,1,Stop Loss,0
2012-12-06,22:30:00,Thursday,Sell,1699.33,1700.2,0.87,2.88,3.31,1,Stop Loss,0
2018-03-16,21:30:00,Friday,Sell,1313.36,1314.33,0.97,3.27,3.37,1,Stop Loss,0
2012-09-03,22:30:00,Monday,Sell,1691.75,1692.2,0.45,1.55,3.44,1,Stop Loss,0
2017-02-07,22:30:00,Tuesday,Sell,1233.36,1234.35,0.99,3.44,3.47,1,Stop Loss,0
2011-07-04,22:30:00,Monday,Sell,1496.0,1496.5,0.5,1.75,3.5,1,Stop Loss,0
2018-07-18,22:30:00,Wednesday,Sell,1227.16,1228.12,0.96,3.43,3.57,1,Stop Loss,0
2020-01-17,10:30:00,Friday,Sell,1556.52,1557.12,0.6,2.2,3.67,1,Stop Loss,0
2011-03-28,22:30:00,Monday,Sell,1420.15,1421.05,0.9,3.3,3.67,1,Stop Loss,0
2016-09-28,05:30:00,Wednesday,Sell,1325.37,1326.2,0.83,3.08,3.71,2,Stop Loss,0
2010-02-24,22:30:00,Wednesday,Sell,1097.34,1098.24,0.9,3.35,3.72,1,Stop Loss,0
2014-10-27,09:30:00,Monday,Sell,1230.86,1231.6,0.74,2.75,3.72,1,Stop Loss,0
2013-02-08,06:30:00,Friday,Sell,1671.85,1672.65,0.8,3.0,3.75,1,Stop Loss,0
2010-06-28,10:30:00,Monday,Sell,1255.75,1256.7,0.95,3.6,3.79,1,Stop Loss,0
2018-01-10,02:30:00,Wednesday,Sell,1312.05,1312.84,0.79,3.03,3.84,2,Stop Loss,0
2023-09-04,21:30:00,Monday,Sell,1938.07,1938.89,0.82,3.17,3.87,2,Stop Loss,0
2017-03-28,22:30:00,Tuesday,Sell,1251.0,1251.84,0.84,3.47,4.13,1,Stop Loss,0
2018-08-10,22:30:00,Friday,Sell,1211.41,1212.3,0.89,3.77,4.24,1,Stop Loss,0
2019-03-15,21:30:00,Friday,Sell,1301.92,1302.8,0.88,3.81,4.33,3,Stop Loss,0
2015-09-03,02:30:00,Thursday,Sell,1133.19,1134.1,0.91,4.12,4.53,2,Stop Loss,0
2009-12-01,02:30:00,Tuesday,Sell,1178.9,1179.7,0.8,3.66,4.57,1,Stop Loss,0
2018-06-12,22:30:00,Tuesday,Sell,1295.44,1296.3,0.86,4.5,5.23,4,Stop Loss,0
2017-12-08,06:30:00,Friday,Sell,1248.65,1249.64,0.99,5.52,5.58,2,Stop Loss,0
2015-04-15,06:30:00,Wednesday,Sell,1193.73,1194.61,0.88,4.93,5.6,2,Stop Loss,0
2016-01-18,22:30:00,Monday,Sell,1088.58,1089.16,0.58,3.28,5.66,1,Stop Loss,0
2021-02-17,02:30:00,Wednesday,Sell,1793.75,1794.63,0.88,5.14,5.84,1,Stop Loss,0
2025-07-04,21:30:00,Friday,Sell,3336.03,3336.52,0.49,29.4,60.0,1,Stop Loss,0
2010-07-05,18:30:00,Monday,Sell,1208.35,1209.15,0.8,5.6,7.0,2,Stop Loss,0
2018-04-23,06:30:00,Monday,Sell,1334.17,1335.15,0.98,7.12,7.27,1,Stop Loss,0
2015-11-27,06:30:00,Friday,Sell,1068.64,1069.24,0.6,4.71,7.85,1,Stop Loss,0
2014-10-27,05:30:00,Monday,Sell,1230.93,1231.89,0.96,8.56,8.92,6,Stop Loss,0
2013-05-27,22:30:00,Monday,Sell,1394.55,1395.4,0.85,7.63,8.98,1,Stop Loss,0
2019-06-11,06:30:00,Tuesday,Sell,1328.5,1329.46,0.96,8.72,9.08,6,Stop Loss,0
2009-10-05,21:30:00,Monday,Sell,1016.85,1017.6,0.75,7.25,9.67,1,Stop Loss,0
2015-01-16,06:30:00,Friday,Sell,1260.77,1261.38,0.61,5.94,9.74,2,Stop Loss,0
2010-05-31,10:30:00,Monday,Sell,1212.75,1213.65,0.9,0.0,SL,1,Stop Loss,0
2010-11-25,10:30:00,Thursday,Sell,1372.35,1373.14,0.79,0.25,SL,1,Stop Loss,0
2011-02-23,06:30:00,Wednesday,Sell,1400.05,1400.95,0.9,0.35,SL,1,Stop Loss,0
2011-04-22,02:30:00,Friday,Sell,1503.85,1504.3,0.45,0.0,SL,2,Stop Loss,0
2014-06-05,22:30:00,Thursday,Sell,1253.16,1254.11,0.95,0.45,SL,1,Stop Loss,0
2014-06-11,22:30:00,Wednesday,Sell,1260.53,1261.43,0.9,0.78,SL,1,Stop Loss,0
2014-09-10,02:30:00,Wednesday,Sell,1255.36,1256.22,0.86,0.71,SL,1,Stop Loss,0
2014-11-18,02:30:00,Tuesday,Sell,1186.48,1187.4,0.92,0.68,SL,1,Stop Loss,0
2014-12-31,22:30:00,Wednesday,Sell,1181.96,1182.79,0.83,0.0,SL,1,Stop Loss,0
2015-01-19,22:30:00,Monday,Sell,1271.17,1271.61,0.44,0.0,SL,1,Stop Loss,0
2015-04-03,18:30:00,Friday,Sell,1209.62,1210.1,0.48,0.0,SL,1,Stop Loss,0
2015-05-11,22:30:00,Monday,Sell,1183.55,1184.43,0.88,0.55,SL,1,Stop Loss,0
2015-10-06,05:30:00,Tuesday,Sell,1136.51,1137.35,0.84,0.3,SL,1,Stop Loss,0
2015-12-31,18:30:00,Thursday,Sell,1062.03,1062.88,0.85,0.32,SL,1,Stop Loss,0
2016-10-27,01:30:00,Thursday,Sell,1266.21,1267.05,0.84,0.58,SL,1,Stop Loss,0
2016-11-22,22:30:00,Tuesday,Sell,1211.8,1212.79,0.99,0.0,SL,1,Stop Loss,0
2017-12-26,10:30:00,Tuesday,Sell,1277.92,1278.82,0.9,0.68,SL,1,Stop Loss,0
2017-12-29,06:30:00,Friday,Sell,1295.37,1296.22,0.85,0.75,SL,1,Stop Loss,0
2018-08-03,10:30:00,Friday,Sell,1207.15,1208.1,0.95,0.0,SL,1,Stop Loss,0
2018-09-18,22:30:00,Tuesday,Sell,1197.92,1198.72,0.8,0.41,SL,1,Stop Loss,0
2018-12-17,06:30:00,Monday,Sell,1237.24,1238.22,0.98,0.0,SL,1,Stop Loss,0
2019-07-04,22:30:00,Thursday,Sell,1414.55,1415.08,0.53,0.14,SL,1,Stop Loss,0
2019-12-17,02:30:00,Tuesday,Sell,1475.76,1476.36,0.6,0.1,SL,1,Stop Loss,0
2020-12-31,22:30:00,Thursday,Sell,1893.21,1893.95,0.74,0.0,SL,1,Stop Loss,0
2021-01-18,22:30:00,Monday,Sell,1836.57,1837.34,0.77,0.65,SL,1,Stop Loss,0
2022-09-09,22:30:00,Friday,Sell,1715.76,1716.58,0.82,0.09,SL,1,Stop Loss,0
2023-08-22,21:30:00,Tuesday,Sell,1897.21,1898.01,0.8,0.0,SL,1,Stop Loss,0
2023-08-28,21:30:00,Monday,Sell,1919.84,1920.74,0.9,0.0,SL,1,Stop Loss,0
2024-01-19,06:30:00,Friday,Sell,2023.49,2024.38,0.89,0.0,SL,1,Stop Loss,0
