date,time,day_of_week,type,entry,stop_loss,distance,max_profit,reward_risk,candles_held,close_reason,distance_rounded
2011-12-06,18:30:00,Tuesday,Buy,1725.66,1701.7,23.96,30.34,1.27,21,Stop Loss,23
2022-10-21,13:30:00,Friday,Buy,1642.82,1618.85,23.97,31.95,1.33,54,Stop Loss,23
2025-08-05,13:30:00,Tuesday,Buy,3373.35,3349.57,23.78,33.93,1.43,24,Stop Loss,23
2023-03-17,17:30:00,Friday,Buy,1972.97,1949.43,23.54,36.74,1.56,12,Stop Loss,23
2023-10-19,17:30:00,Thursday,Buy,1972.83,1949.47,23.36,36.52,1.56,85,Stop Loss,23
2025-04-25,17:30:00,Friday,Buy,3293.51,3269.95,23.56,37.19,1.58,3,Stop Loss,23
2020-08-17,14:30:00,Monday,Buy,1972.8,1949.54,23.26,42.8,1.84,14,Stop Loss,23
2025-09-05,17:30:00,Friday,Buy,3596.52,3573.42,23.1,234.79,10.16,95,End of Data,23
2015-01-15,10:30:00,Thursday,Buy,1249.93,1226.54,23.39,57.56,2.46,115,Stop Loss,23
2011-09-02,10:30:00,Friday,Buy,1851.54,1827.65,23.89,69.26,2.9,16,Stop Loss,23
2010-11-03,21:30:00,Wednesday,Buy,1348.65,1325.15,23.5,82.68,3.52,337,Stop Loss,23
2025-04-10,01:30:00,Thursday,Buy,3093.97,3070.92,23.05,737.34,31.99,729,End of Data,23
2009-11-03,18:30:00,Tuesday,Buy,1083.3,1059.4,23.9,143.09,5.99,386,Stop Loss,23
2011-10-21,13:30:00,Friday,Buy,1643.3,1620.24,23.06,159.5,6.92,225,Stop Loss,23
2021-04-13,14:30:00,Tuesday,Buy,1748.17,1724.31,23.86,168.3,7.05,499,Stop Loss,23
2011-08-25,14:30:00,Thursday,Buy,1726.8,1702.85,23.95,194.0,8.1,125,Stop Loss,23
2025-04-16,05:30:00,Wednesday,Buy,3289.77,3266.02,23.75,210.34,8.86,27,Stop Loss,23
2011-09-20,10:30:00,Tuesday,Buy,1794.2,1770.96,23.24,22.25,SL,10,Stop Loss,23
2011-09-29,05:30:00,Thursday,Buy,1625.85,1602.4,23.45,9.45,SL,2,Stop Loss,23
2011-10-20,09:30:00,Thursday,Buy,1629.83,1606.2,23.63,0.27,SL,2,Stop Loss,23
2012-06-20,18:30:00,Wednesday,Buy,1613.68,1589.76,23.91,7.38,SL,5,Stop Loss,23
2012-10-01,13:30:00,Monday,Buy,1789.6,1765.7,23.9,6.2,SL,37,Stop Loss,23
2014-04-24,14:30:00,Thursday,Buy,1291.97,1268.2,23.77,23.53,SL,138,Stop Loss,23
2014-12-30,14:30:00,Tuesday,Buy,1205.61,1182.2,23.41,2.96,SL,7,Stop Loss,23
2020-03-20,09:30:00,Friday,Buy,1508.07,1484.83,23.24,5.95,SL,2,Stop Loss,23
2021-01-20,14:30:00,Wednesday,Buy,1855.59,1832.03,23.56,19.41,SL,30,Stop Loss,23
2022-03-07,10:30:00,Monday,Buy,2002.36,1979.03,23.33,0.0,SL,1,Stop Loss,23
2022-03-08,18:30:00,Tuesday,Buy,2044.47,2020.82,23.65,14.51,SL,4,Stop Loss,23
2022-06-16,18:30:00,Thursday,Buy,1848.33,1824.95,23.38,9.06,SL,21,Stop Loss,23
2024-08-12,17:30:00,Monday,Buy,2467.25,2444.24,23.01,12.75,SL,12,Stop Loss,23
2024-11-29,02:30:00,Friday,Buy,2657.5,2633.71,23.79,8.69,SL,6,Stop Loss,23
2025-01-10,14:30:00,Friday,Buy,2686.79,2663.52,23.27,11.04,SL,7,Stop Loss,23
2025-03-07,14:30:00,Friday,Buy,2926.97,2903.77,23.2,3.38,SL,1,Stop Loss,23
2025-05-22,01:30:00,Thursday,Buy,3338.15,3314.34,23.81,7.09,SL,2,Stop Loss,23
2025-06-19,09:30:00,Thursday,Buy,3370.41,3347.19,23.22,8.47,SL,5,Stop Loss,23
2025-08-18,01:30:00,Monday,Buy,3347.0,3323.28,23.72,11.38,SL,10,Stop Loss,23
2025-09-02,01:30:00,Tuesday,Buy,3497.76,3473.81,23.95,2.87,SL,2,Stop Loss,23
2025-09-03,17:30:00,Wednesday,Buy,3574.5,3551.41,23.09,3.96,SL,2,Stop Loss,23
